,_txId,_politicianId,_assetId,_issuerId,pubDate,filingDate,txDate,txType,txTypeExtended,hasCapitalGains,owner,chamber,price,size,sizeRangeHigh,sizeRangeLow,value,filingId,filingURL,reportingGap,comment,committees,labels,asset.assetType,asset.assetTicker,asset.instrument,issuer._stateId,issuer.c2iq,issuer.country,issuer.issuerName,issuer.issuerTicker,issuer.sector,politician._stateId,politician.chamber,politician.dob,politician.firstName,politician.gender,politician.lastName,politician.nickname,politician.party
113,20003713240,F000462,100009893,433830,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,sell,,False,not-disclosed,house,48.37,166,311,21,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,OLLI:US,,pa,YXGVU1C2,us,Ollie's Bargain Outlet Holdings Inc,OLLI:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
114,20003713241,F000462,100010270,434151,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,buy,,False,not-disclosed,house,166.19,49,91,7,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,PPG:US,,pa,N9QVU1B9,us,PPG Industries Inc,PPG:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
115,20003713242,F000462,100011060,434771,2022-02-16T14:39:43Z,2022-02-16,2022-01-10,sell,,False,not-disclosed,house,255.47,32,59,4,8000,203485060,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020401.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,SEDG:US,,,YZFVU1C1,il,SolarEdge Technologies Inc,SEDG:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
116,20003710115,F000462,100004809,429677,2022-01-17T14:07:43Z,2022-01-16,2021-12-03,buy,,False,not-disclosed,house,155.94,52,97,7,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,44,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,AXP:US,,ny,TSSVU1B2,us,American Express Co,AXP:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
117,20003710116,F000462,100005583,430299,2022-01-17T14:07:43Z,2022-01-16,2021-12-10,buy,,False,not-disclosed,house,47.83,168,314,21,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,BWXT:US,,va,8XTVU1G2,us,BWX Technologies Inc,BWXT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
118,20003710117,F000462,100005883,430543,2022-01-17T14:07:43Z,2022-01-16,2021-12-03,sell,,False,not-disclosed,house,181.46,45,83,6,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,44,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,CB:US,,,X0VVU1C7,ch,Chubb Ltd,CB:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
119,20003710118,F000462,100006670,431235,2022-01-17T14:07:43Z,2022-01-16,2021-12-03,sell,,False,not-disclosed,house,50.72,158,296,20,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,44,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,XRAY:US,,nc,087VU1C0,us,DENTSPLY SIRONA Inc,XRAY:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
120,20003710119,F000462,100006670,431235,2022-01-17T14:07:43Z,2022-01-16,2021-12-05,sell,,False,not-disclosed,house,50.72,158,296,20,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,42,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,XRAY:US,,nc,087VU1C0,us,DENTSPLY SIRONA Inc,XRAY:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
121,20003710120,F000462,100006848,431372,2022-01-17T14:07:43Z,2022-01-16,2021-12-09,buy,,False,not-disclosed,house,78.64,102,191,13,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,DD:US,,de,40RVU1B0,us,DuPont  De Nemours Inc,DD:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
122,20003710121,F000462,100007046,431527,2022-01-17T14:07:43Z,2022-01-16,2021-12-09,sell,,False,not-disclosed,house,700.01,12,22,2,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,EPAM:US,,pa,MLNVU1G8,us,EPAM Systems Inc,EPAM:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
123,20003710122,F000462,100007277,431721,2022-01-17T14:07:43Z,2022-01-16,2021-12-09,sell,,False,not-disclosed,house,209.77,39,72,5,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,FRC:US,,ca,YX7VU1C2,us,First Republic Bank,FRC:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
124,20003710123,F000462,100008133,432455,2022-01-17T14:07:43Z,2022-01-16,2021-12-10,buy,,False,not-disclosed,house,112.23,72,134,9,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,NSP:US,,tx,HWVVU123,us,Insperity Inc,NSP:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
125,20003710124,F000462,100008144,432464,2022-01-17T14:07:43Z,2022-01-16,2021-12-08,sell,,False,not-disclosed,house,51.75,155,290,20,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,39,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,INTC:US,,ca,AQTVU1B7,us,Intel Corp,INTC:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
126,20003710125,F000462,100008144,432464,2022-01-17T14:07:43Z,2022-01-16,2021-12-03,sell,,False,not-disclosed,house,49.25,163,305,21,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,44,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,INTC:US,,ca,AQTVU1B7,us,Intel Corp,INTC:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
127,20003710126,F000462,100015549,432874,2022-01-17T14:07:43Z,2022-01-16,2021-12-15,sell,,False,not-disclosed,house,138.3,59,109,8,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,32,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KMB:US,,tx,8FPVU1B2,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,,democrat
128,20003710127,F000462,100009259,433323,2022-01-17T14:07:43Z,2022-01-16,2021-12-03,buy,,False,not-disclosed,house,73.34,110,205,14,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,44,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MRK:US,,nj,NANVU1B9,us,Merck & Co Inc,MRK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
129,20003710128,F000462,100012664,436020,2022-01-17T14:07:43Z,2022-01-16,2021-12-10,buy,,False,not-disclosed,house,124.49,65,121,9,8000,203352469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020235.pdf,37,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,ZBH:US,,in,Y0SVU1F2,us,Zimmer Biomet Holdings Inc,ZBH:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
130,20003708784,F000462,100004558,429469,2022-01-01T00:00:00Z,2021-12-30,2021-11-17,sell,,False,not-disclosed,house,372.78,22,41,3,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,43,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,ACN:US,CLASS A,,0AUVU1F2,ie,Accenture PLC,ACN:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
131,20003708785,F000462,100004809,429677,2022-01-01T00:00:00Z,2021-12-30,2021-11-17,buy,,False,not-disclosed,house,179.61,45,84,6,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,43,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,AXP:US,,ny,TSSVU1B2,us,American Express Co,AXP:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
132,20003708786,F000462,100006848,431372,2022-01-01T00:00:00Z,2021-12-30,2021-11-17,buy,,False,not-disclosed,house,79.29,102,190,13,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,43,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,DD:US,,de,40RVU1B0,us,DuPont  De Nemours Inc,DD:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
133,20003708787,F000462,100006848,431372,2022-01-01T00:00:00Z,2021-12-30,2021-11-18,buy,,False,not-disclosed,house,79.52,101,189,13,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,42,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,DD:US,,de,40RVU1B0,us,DuPont  De Nemours Inc,DD:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
134,20003708788,F000462,100009145,433227,2022-01-01T00:00:00Z,2021-12-30,2021-11-17,buy,,False,not-disclosed,house,156.72,52,96,7,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,43,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MAR:US,CLASS A,md,K9XVU1C6,us,Marriott International Inc,MAR:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
135,20003708789,F000462,100009515,433531,2022-01-01T00:00:00Z,2021-12-30,2021-11-18,sell,,False,not-disclosed,house,208.7,39,72,5,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,42,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,NDAQ:US,,ny,GHTVU1F8,us,Nasdaq Inc,NDAQ:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
136,20003708790,F000462,100009515,433531,2022-01-01T00:00:00Z,2021-12-30,2021-11-18,sell,,False,not-disclosed,house,208.7,39,72,5,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,42,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,NDAQ:US,,ny,GHTVU1F8,us,Nasdaq Inc,NDAQ:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
137,20003708791,F000462,100011672,435244,2022-01-01T00:00:00Z,2021-12-30,2021-11-17,sell,,False,not-disclosed,house,637.3,13,24,2,8000,203331451,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020112.pdf,43,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,TMO:US,,ma,778VU1C4,us,Thermo Fisher Scientific Inc,TMO:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
138,20003708725,F000462,100004809,429677,2021-12-23T00:00:00Z,2021-12-21,2021-11-10,buy,,False,not-disclosed,house,181.39,45,83,6,8000,203152340,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020021.pdf,41,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,AXP:US,,ny,TSSVU1B2,us,American Express Co,AXP:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
139,20003708726,F000462,100006875,431395,2021-12-23T00:00:00Z,2021-12-21,2021-11-10,sell,,False,not-disclosed,house,171.87,47,88,6,8000,203152340,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020021.pdf,41,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,ETN:US,,,C2RVU1B6,ie,Eaton Corp PLC,ETN:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
140,20003708727,F000462,100006875,431395,2021-12-23T00:00:00Z,2021-12-21,2021-11-11,sell,,False,not-disclosed,house,169.92,48,89,6,8000,203152340,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020021.pdf,40,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,ETN:US,,,C2RVU1B6,ie,Eaton Corp PLC,ETN:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
141,20003705817,F000462,100004919,429769,2021-11-03T00:00:00Z,2021-11-01,2021-10-06,sell,,False,not-disclosed,house,290.83,28,52,4,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,26,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,AON:US,CLASS A,,JGMVU1B9,gb,Aon PLC,AON:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
142,20003705818,F000462,100005683,430390,2021-11-03T00:00:00Z,2021-11-01,2021-09-27,buy,,False,not-disclosed,house,32.6,246,461,31,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,35,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,CARG:US,CLASS A,ma,7EJVU1C5,us,CarGurus Inc,CARG:US,communication-services,fl,house,1948-05-16,Lois,female,Frankel,,democrat
143,20003705819,F000462,100007971,432311,2021-11-03T00:00:00Z,2021-11-01,2021-09-27,sell,,False,not-disclosed,house,17.0,471,883,59,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,35,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],reit,HST:US,,md,4NPVU1B1,us,Host Hotels & Resorts Inc,HST:US,real-estate,fl,house,1948-05-16,Lois,female,Frankel,,democrat
144,20003705820,F000462,100007971,432311,2021-11-03T00:00:00Z,2021-11-01,2021-09-24,sell,,False,not-disclosed,house,16.96,473,885,60,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],reit,HST:US,,md,4NPVU1B1,us,Host Hotels & Resorts Inc,HST:US,real-estate,fl,house,1948-05-16,Lois,female,Frankel,,democrat
145,20003705821,F000462,100016994,432899,2021-11-03T00:00:00Z,2021-11-01,2021-09-30,buy,,False,not-disclosed,house,60.88,132,247,17,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,32,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KKR:US,CLASS A,ny,UWUVU1G4,us,KKR & Co Inc,KKR:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
146,20003705822,F000462,100016994,432899,2021-11-03T00:00:00Z,2021-11-01,2021-10-06,buy,,False,not-disclosed,house,61.86,130,243,17,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,26,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,KKR:US,CLASS A,ny,UWUVU1G4,us,KKR & Co Inc,KKR:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
147,20003705823,F000462,100009135,433219,2021-11-03T00:00:00Z,2021-11-01,2021-09-28,buy,,False,not-disclosed,house,1194.5,7,13,1,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,34,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,MKL:US,,va,12AVU1C8,us,Markel Corp,MKL:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
148,20003705824,F000462,100009145,433227,2021-11-03T00:00:00Z,2021-11-01,2021-09-23,buy,,False,not-disclosed,house,149.91,54,101,7,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,39,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MAR:US,CLASS A,md,K9XVU1C6,us,Marriott International Inc,MAR:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
149,20003705825,F000462,100009145,433227,2021-11-03T00:00:00Z,2021-11-01,2021-09-24,buy,,False,not-disclosed,house,152.51,53,99,7,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,MAR:US,CLASS A,md,K9XVU1C6,us,Marriott International Inc,MAR:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
150,20003705826,F000462,100009893,433830,2021-11-03T00:00:00Z,2021-11-01,2021-09-28,buy,,False,not-disclosed,house,65.73,123,229,16,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,34,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,OLLI:US,,pa,YXGVU1C2,us,Ollie's Bargain Outlet Holdings Inc,OLLI:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,,democrat
151,20003705827,F000462,100010234,434118,2021-11-03T00:00:00Z,2021-11-01,2021-09-29,sell,,False,not-disclosed,house,197.44,41,76,6,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,33,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,PNC:US,,pa,T9QVU1B3,us,The PNC Financial Services Group Inc,PNC:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
152,20003705828,F000462,100011784,435342,2021-11-03T00:00:00Z,2021-11-01,2021-09-24,sell,,False,not-disclosed,house,183.24,44,82,6,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,38,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,TT:US,,,YPTVU1B2,ie,Trane Technologies PLC,TT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
153,20003705829,F000462,100011784,435342,2021-11-03T00:00:00Z,2021-11-01,2021-09-23,sell,,False,not-disclosed,house,186.09,44,81,6,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,39,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,TT:US,,,YPTVU1B2,ie,Trane Technologies PLC,TT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
154,20003705830,F000462,100012534,435914,2021-11-03T00:00:00Z,2021-11-01,2021-09-23,buy,,False,not-disclosed,house,233.45,35,65,5,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,39,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,WLTW:US,,,NZUVU1F8,gb,Willis Towers Watson PLC,WTW:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
155,20003705831,F000462,100012534,435914,2021-11-03T00:00:00Z,2021-11-01,2021-09-22,buy,,False,not-disclosed,house,230.94,35,65,5,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,40,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,WLTW:US,,,NZUVU1F8,gb,Willis Towers Watson PLC,WTW:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
156,20003705832,F000462,100012580,435953,2021-11-03T00:00:00Z,2021-11-01,2021-09-22,sell,,False,not-disclosed,house,116.17,70,130,9,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,40,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,WWD:US,,co,N44VU1C8,us,Woodward Inc,WWD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
157,20003705833,F000462,100012580,435953,2021-11-03T00:00:00Z,2021-11-01,2021-09-23,sell,,False,not-disclosed,house,115.37,70,131,9,8000,202183604,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019707.pdf,39,SUBHOLDING OF: Morgan Stanley IRA - X142,"['hsap', 'hsvr']",[],stock,WWD:US,,co,N44VU1C8,us,Woodward Inc,WWD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
158,20003689668,F000462,100006788,431320,2021-09-30T00:00:00Z,2021-09-28,2021-09-10,buy,,False,not-disclosed,house,77.3,104,195,13,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,18,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,D:US,,va,76RVU1B5,us,Dominion Energy Inc,D:US,utilities,fl,house,1948-05-16,Lois,female,Frankel,,democrat
159,20003689669,F000462,100006788,431320,2021-09-30T00:00:00Z,2021-09-28,2021-09-09,buy,,False,not-disclosed,house,78.46,103,192,13,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,19,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,D:US,,va,76RVU1B5,us,Dominion Energy Inc,D:US,utilities,fl,house,1948-05-16,Lois,female,Frankel,,democrat
160,20003689670,F000462,100007334,431772,2021-09-30T00:00:00Z,2021-09-28,2021-09-16,sell,,False,not-disclosed,house,108.55,75,139,10,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,12,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,FISV:US,CLASS A,wi,P8AVU1C9,us,Fiserv Inc,FISV:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
161,20003689671,F000462,100007334,431772,2021-09-30T00:00:00Z,2021-09-28,2021-09-15,sell,,False,not-disclosed,house,108.36,75,139,10,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,13,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,FISV:US,CLASS A,wi,P8AVU1C9,us,Fiserv Inc,FISV:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,,democrat
162,20003689672,F000462,100010319,434194,2021-09-30T00:00:00Z,2021-09-28,2021-09-02,buy,,False,not-disclosed,house,96.35,84,156,11,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,26,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,PGR:US,,oh,2KAVU1C3,us,The Progressive Corp,PGR:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
163,20003689673,F000462,100010319,434194,2021-09-30T00:00:00Z,2021-09-28,2021-09-01,buy,,False,not-disclosed,house,96.41,84,156,11,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,27,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,PGR:US,,oh,2KAVU1C3,us,The Progressive Corp,PGR:US,financials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
164,20003689674,F000462,100010603,434426,2021-09-30T00:00:00Z,2021-09-28,2021-09-01,sell,,False,not-disclosed,house,50.138,160,300,20,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,27,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,RHHBY:US,ADR,,B95VU1C7,ch,Roche Holding AG,RHHBY:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
165,20003689675,F000462,100010603,434426,2021-09-30T00:00:00Z,2021-09-28,2021-09-10,sell,,False,not-disclosed,house,46.884,171,320,22,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,18,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,RHHBY:US,ADR,,B95VU1C7,ch,Roche Holding AG,RHHBY:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,,democrat
166,20003689676,F000462,100011279,434930,2021-09-30T00:00:00Z,2021-09-28,2021-09-15,buy,,False,not-disclosed,house,185.71,44,81,6,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,13,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,SWK:US,,ct,XJ9VU1C4,us,Stanley Black & Decker Inc,SWK:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
167,20003689677,F000462,100011279,434930,2021-09-30T00:00:00Z,2021-09-28,2021-09-16,buy,,False,not-disclosed,house,187.72,43,80,6,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,12,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,SWK:US,,ct,XJ9VU1C4,us,Stanley Black & Decker Inc,SWK:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
168,20003689678,F000462,100011939,435459,2021-09-30T00:00:00Z,2021-09-28,2021-09-01,buy,,False,not-disclosed,house,216.93,38,70,5,8000,201858572,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019512.pdf,27,SUBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,UNP:US,,ne,E38VU1C0,us,Union Pacific Corp,UNP:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
169,20003672138,F000462,100006848,431372,2021-08-20T00:00:00Z,2021-08-18,2021-07-29,buy,,False,not-disclosed,house,75.09,107,200,14,8000,201547954,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019346.pdf,20,UBHOLDING OF: Morgan Stanley IRA - X141,"['hsap', 'hsvr']",[],stock,DD:US,,de,40RVU1B0,us,DuPont  De Nemours Inc,DD:US,materials,fl,house,1948-05-16,Lois,female,Frankel,,democrat
